place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNMMUw2Zy1RRRAB,5,We love our castles so thought we would give this one a try while we were nearby for a few days. We paid for the guided tour which wasnt expensive at about PS15 a person (might be slightly off as cant remember exact price). We would recommend booking a ticket unless you dont mind a little wait (ours was 45mins) but the guided tour is well worth the price. Tour guide was really good and gives your the whole history and you go into areas the public dont go into.,2 weeks ago,2024-06-18 22:56:47.952065,,,,0,101,321,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSURqeHJTbzFnRRAB,5,Well preserved Castle in Dublin. Admission is 8 euros per adult person without guide... You dont need to buy ticket online I think. Especially in the morning.. There is so many paintings inside.. Dont forget to visit garden outside...,2 months ago,2024-05-02 22:56:47.955487,,,,1,113,306,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSURMcXNTeVN3EAE,5,"Great for self guided tours. You can download a free app for the audio tour. Plenty to see. We paid 20 Euros for a family of five. If you want a guided tour, you must book in advance. You can also pay to see other areas of the castle.",6 days ago,2024-06-26 22:56:47.958990,,,,0,107,43,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNMdnFIU1NREAE,5,Great value for money! Learned a lot about the Irish history and their art collection is amazing! Beautiful castle!,a week ago,2024-06-25 22:56:47.962594,,,,0,20,17,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSURkNklYeXFRRRAB,5,"We paid for the guided tour for  12 each. Definitely worth the extra  4 difference from the self guided tour. Roisin was an excellent guide. She took us underground to see the old castle walls, told us a brief history of the country, took us into the Chapel, and then finally to the state rooms. We would never have found out so many interesting things by just wondering around by ourselves. Fully recommend!",4 months ago,2024-03-02 22:56:47.965709,,,,1,97,235,False,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUN0Z2ViTXJBRRAB,5,"I went in the middle of January, off season. I had a blast. The guided tour was worth it.  The Chapel Royal was well preserved. The record tower is the only intact part of the original Castle. The Rest of the buildings were the center of Government during Irish and British rule. So much history here. I would highly recommend checking it out.",5 months ago,2024-02-02 22:56:47.968682,,,,1,13,40,False,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNUbUlEZWVBEAE,3,"I wasnt as impressed as I hoped I would be.  The turrets are mostly gone.  The more expensive tour will take you on a quick walk through subterrain ruins, a cathedral and a few interesting rooms that are still used for affairs of state.  Im still trying to figure out the statue in the courtyard and the one over the entrance.",a month ago,2024-06-02 22:56:47.971616,,,,0,1274,285,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUQxMFlPUnh3RRAB,5,"It was a lovely experience. I liked walking around the building and sitting in the small garden having a coffee, and to be inside and see all the furniture and art. Also one of the halls is still working for the official meetings.",5 months ago,2024-02-02 22:56:47.974642,,,,0,27,76,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNEbllxMU53EAE,4,"This is just for the free area of the castle grounds. Lots of construction currently but still nice to see. Church. Courtyard, clock tower. Self guided tour 8 . Guided tour includes more rooms (?16 ?) Pro tip: don t miss Chester Beatty nearby. Visited on",3 months ago,2024-04-02 22:56:47.977635,,,,0,277,1139,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNqN295MTR3RRAB,3,"A generally good museum experience. Very ornate rooms and paintings. My only reason for not rating higher is because I think Dublin castle ended up paling in comparison to other castles we visited in Ireland and Scotland. After seeing Edinburgh Castle and Stirling Castle in Scotland and then seeing Dublin Castle, Dublin Castle felt a bit lackluster. Make sure to visit the Dubh Linn garden right outside if you visit its gorgeous!",2 months ago,2024-05-02 22:56:47.981152,,,,0,148,723,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUMxd2ZqQ1FnEAE,5,"Magnifique endroit ! A faire absolument si vous visitez Dublin. Le chateau est beau et grace au petit livret, on en apprend beaucoup sur les salles du chateau. Cest un lieu charge dhistoire. Lentree est a 8 euros. Il faut compter 1h de visite en prenant son temps.",6 months ago,2024-01-02 22:56:48.501923,,,,0,27,14,False,"Wonderful place ! A must do if you visit Dublin. The castle is beautiful and thanks to the little booklet, we learn a lot about the rooms of the castle. It is a place steeped in history. Entrance is 8 euros. It takes 1 hour to visit, taking your time.",
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSURENHY3Q0x3EAE,3,"It s a nice place to see. Maybe an hour worth of walking, reading and viewing. Couple of rooms are astonishing, but nothing breath taking. The staff are helpful and friendly.",2 months ago,2024-05-02 22:56:48.505686,,,,0,113,148,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNUd1B1RDhnRRAB,3,HORRIBLE Ticket system and line. Almost got double-charged bacause their card-terminal was as old as the castle itself. But once you get in...paintings and furniture...paintings and furniture...paintings and furniture...paintings and furniture...paintings and furniture...paintings and furniture...paintings and furniture...paintings and furniture. Quite nice actually!,a month ago,2024-06-02 22:56:48.509337,,,,1,35,860,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUREdnZpOXhnRRAB,4,It was unexpectedly beautiful inside. Worth a self-guided tour visit. The gardens in the back are pretty and relaxing.,2 months ago,2024-05-02 22:56:48.512477,,,,0,412,1934,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNMdl92dGhnRRAB,5,One of the coolest castles I ve seen here in Ireland. Beautifully built and historically preserved!,a week ago,2024-06-25 22:56:48.516052,,,,0,248,664,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSURkOWZiZUNBEAE,5,"A magnificent castle that reminds me more of a palace like Schonbrunn in Vienna, yet not as massive. Dating back 800 years, the castles interior is exquisite along with the art on display. This is where the British Empire relinquished control to Michael Collins representing the liberated Irish Republic in 1922. Fascinating to be able to stand where history was made.",4 months ago,2024-03-02 22:56:48.519289,,,,1,728,1712,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNkNFBHbVR3EAE,4,"A must visit in Dublin if you are interested in history , art and culture Many paintings, sculptures, furniture related to history, rulers and higher families The castle is nice. They provided guided tours for $12.00 and self just 8.00",4 months ago,2024-03-02 22:56:48.522220,,,,0,213,2304,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUQ5dHRIQkNBEAE,5,We did the self-guided tour here which was nice as we could go at our own pace. Loved all of the architecture and views.,3 months ago,2024-04-02 22:56:48.525522,,,,2,725,1155,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNUNm83RmlRRRAB,5,If you want a guided tour(highly recommended)purchase right at the entrance. You get access to areas not on the self tour.,a month ago,2024-06-02 22:56:48.528644,,,,0,143,217,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNEcmM3QVB3EAE,4,To me this was more a museum than a Dublin Castle. Plenty of history here and allow time for reading and observation. Have to put back packs in free lockers. Hopefully you dont have to wait long for a locker to become available. I seemed to be the one in my group that they were always waiting for. I think Im a slow reader.,3 months ago,2024-04-02 22:56:48.532205,,,,0,205,574,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUN6cDQ3cW1nRRAB,4,An interesting place to visit with a self guided tour of the interior. The external courtyard and garden spaces offer a nice place to sit all year round,2 weeks ago,2024-06-18 22:56:48.931013,,,,0,255,1417,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNMNmF6MkdBEAE,5,Beautiful castle you can see all of the inside as well.,a week ago,2024-06-25 22:56:48.934602,,,,0,33,114,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNqaGNtRHNnRRAB,5,Very nice experience... Guided tour recomended in order to learn some historical info! The gardens also is a must just for a walk!,2 months ago,2024-05-02 22:56:48.938310,,,,0,187,545,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSUNqbWFidFF3EAE,5,"I definitely recommend buying tickets for the guided tour as you get access to areas that others don t, and the history you get to hear is amazing. Very glad I did it",2 months ago,2024-05-02 22:56:48.941594,,,,0,13,49,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUNkZ3BidzJRRRAB,4,"You can see some beautiful parts of Irish history, can easily get around without private tour. It doesnt take too long to see it all.",4 months ago,2024-03-02 22:56:48.945206,,,,0,20,44,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUN0b0w2Vmd3RRAB,5,"Dublin Castle is a captivating mix of history and architecture. The castle offers visitors a glimpse into the countrys rich past. The medieval tower, State Apartments, and Chapel Royal showcase impressive craftsmanship. The beautifully landscaped gardens add a serene touch to the overall experience. Great to attend a gig in the hall or market in the courtyard.",5 months ago,2024-02-02 22:56:48.948764,,,,0,13,15,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSURqLUtLbXZnRRAB,3,"Guided tours gives you access to the underground viking area and old walls as well as the chapel which are interesting but depending on your interests may not be worth the extra price, Tour was large making it hard to ask questions and dont get alot of time to look at things that may interest you, Recommended the self guided instead",2 months ago,2024-05-02 22:56:48.951649,,,,0,25,55,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChdDSUhNMG9nS0VJQ0FnSUM5M3ZhNjlnRRAB,5,"Nous sommes arrives a louverture sans reserver a lavance, il ny avait quasiment personne. Linterieur du chateau est tres beau et il y a de nombreux objets et peintures a observer. Cetait tres interessant",3 months ago,2024-04-02 22:56:48.954662,,,,0,12,19,False,"We arrived at the opening without booking in advance, there was hardly anyone there. The interior of the castle is very beautiful and there are many objects and paintings to observe. It was very interesting",
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSURqcllfRlZ3EAE,5,"Dublin Castle, nestled in the heart of Irelands capital city, is a historic site that encapsulates centuries of political, cultural, and architectural evolution. Initially constructed in the early 13th century under the orders of King John of England, the castle served as a symbol of English rule and authority in Ireland for centuries. Over the years, Dublin Castle underwent numerous transformations, reflecting the shifting dynamics of power and governance in Ireland. Initially designed as a military fortress to protect the Anglo-Norman colony in Dublin, the castle expanded over time to encompass residential quarters, administrative offices, and ceremonial spaces. One of the most notable features of Dublin Castle is its diverse architectural styles, which blend medieval, Georgian, and Victorian influences. The castles State Apartments, constructed during the Georgian era, boast elegant interiors adorned with intricate plasterwork, lavish furnishings, and exquisite artwork. These opulent spaces once housed the British Viceroy and served as the center of colonial administration in Ireland. Beyond its State Apartments, Dublin Castle is home to several other historically significant buildings and attractions. The Chapel Royal, dating back to the 19th century, showcases stunning Gothic Revival architecture and serves as a venue for religious ceremonies and cultural events. The Record Tower, the only surviving medieval tower of the original castle, offers visitors a glimpse into Dublins medieval past. Surrounding the castle is the Dubhlinn Gardens, a tranquil oasis that provides respite from the bustling city streets. These landscaped gardens feature lush greenery, manicured lawns, and historic monuments, creating a serene retreat in the heart of Dublin. Today, Dublin Castle stands as a symbol of Irelands complex history, serving as a testament to the resilience and endurance of its people. While no longer a seat of political power, the castle remains an important cultural landmark and a source of national pride. Visitors to Dublin Castle can explore its rich heritage, discover its architectural treasures, and reflect on the tumultuous history that has shaped modern Ireland.",a month ago,2024-06-02 22:56:48.958497,,,,0,336,1094,True,,
ChIJif9mNYcOZ0gRhlbhwPbNDwU,Dublin Castle,ChZDSUhNMG9nS0VJQ0FnSURkM3BpS0lnEAE,5,What a lovely breathtaking experience I had here. Everyone was so kind and friendly. The pictures dont do justice. Must see in person. Such a beautiful historic site.,4 months ago,2024-03-02 22:56:48.962004,,,,0,941,3757,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNENUpITjZnRRAB,5,"Dublin Zoo offers a delightful experience for visitors of all ages. From the moment we entered, it was evident that the zoo is meticulously maintained, with immaculate pathways and well-kept enclosures. The cleanliness of the facilities added to the overall enjoyment of our visit. While exploring the zoo, we encountered a variety of fascinating animals. However, we were disappointed that we couldnt catch a glimpse of some of the more elusive species such as the lion, snow leopard, and tiger. Despite this, we were thrilled to see magnificent creatures like the giraffes, elephants, and California sea lions. Their habitats appeared spacious and enriched, providing a comfortable environment for the animals. The highlight of our visit was observing the playful antics of the giraffes and the graceful movements of the elephants. The California sea lion exhibit was also captivating, offering insight into the lives of these charismatic marine mammals. Overall, our experience at Dublin Zoo was enjoyable, especially on a day with good weather. Although we missed out on seeing a few animals, the cleanliness of the zoo and the opportunity to witness captivating species made it a memorable outing. We look forward to returning in the future to explore more of what Dublin Zoo has to offer.",3 months ago,2024-04-02 22:56:49.371169,,,,1,556,2485,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSUNMbHZtbVRREAE,3,"Big fan of the big enclosures for animals. For sure the biggest Ive seen in any zoo so far. This however does mean that its often hard to find out even see the animals, especially from up close. Wouldnt recommend going here if youre going because you like photography and are looking to get some cool shots because theres little options for free shots without (dirty) glass or wired fences. The bigger enclosures also mean that Theres not as many different animals as in other zoos, and that was a small disappointment. Overall good experience, but could be more interactive, and maybe at some places possible to see the animals better.",2 weeks ago,2024-06-18 22:56:49.374757,,,,0,210,442,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSURqMU5UNHlBRRAB,5,Loved this zoo! Large and full of some great animals with most being very visible. You can bet very close to the animals which is very nice! The only thing I didnt prefer were the enclosures in the middle where you have to backtrack to get back to where there are additional animals to see.,2 months ago,2024-05-02 22:56:49.378340,,,,0,303,217,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSURMa1B5Q293RRAB,5,"Dublin Zoo has a lot to see and do for everyone! It is a large zoo with a huge variety of animals, ranging from Californian Sea Lions (not seals people, sea lions) red pandas, Asian elephants, both African and Asian lions to a basic petting zoo! Great place to go and Id recommend buying your tickets beforehand. Plenty of food places dotted around, water bottle refil stations and facilities.",a week ago,2024-06-25 22:56:49.381493,,,,0,88,128,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUREZ2IyU253RRAB,5,"A wonderful well established and cared for zoo. Put on your walking shoes as this is a very big zoo and well worth a visit, you can spend the whole day there. It s beautiful.  Great value for money! The restaurants have great food and there s plenty of places to stop, rest and view the great many animals from around the world.",2 months ago,2024-05-02 22:56:49.384834,,,,0,28,149,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNMbExQUnhnRRAB,5,"Had been there with my girlfriend to experience zoo after a decade. The zoo was amazing to be honest and the way they have kept it for the animals is brilliant. Every animal have their space to walk and move freely along with dedicated areas to come closer to audience separated by glass walls. I personally liked Red Pandas and Sea Lions the most. We have lunch at Meerkat restaurant alongside watching Meerkat and was an amazing day for us. This place is highly recommended and a must visit for solo, couple and especially for families. I am sure everyone will enjoy it while having a healthy walk inside the zoo.",2 weeks ago,2024-06-18 22:56:49.388540,,,,1,185,608,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSUREazg3cEtREAE,5,"Had a great visit to the zoo, managed to see most of the animals while we were there.  Felt the environment was really good, lots of space for the animals to relax and enjoy. Credit to all involved. Would love to visit again sometime. Keep up the good work.",2 months ago,2024-05-02 22:56:49.391923,,,,0,1,7,False,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSURMMU1Ma2N3EAE,5,"A little cooler today ,so not as much activity as normal. A great spot to put the day in..plenty for the kids , coffee bars , vending machines,  loads of places to sit and chill ..you can even have a puff in the smoking areas .",a week ago,2024-06-25 22:56:49.395446,,,,0,49,,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSURqMF9tN1pREAE,5,This place is wonderful!    We love to go there. The smell of flowers and trees give you the impresion that you are walking in a real jungle. The ways you can see the animals are very good. Even the little farm farm is so nice for kids. Such a good place to spend a day!,a month ago,2024-06-02 22:56:49.398637,,,,0,21,52,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSURqeHNxWEdBEAE,5,"Wonderful zoo with fantastic choice of animals to see, well mapped and friendly staff. Only down sides were parking wasnt sign posted and it was a warm day and no ice cream stands open. Apart from that we loved our visit and would visit again. Fantastic value for money as well! Pic added of my favourite",2 months ago,2024-05-02 22:56:49.402321,,,,0,28,13,False,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSUNqbC1Md1N3EAE,5,"Fublin Zoo offers a fantastic day out for the whole family, with an array of fascinating animals and friendly staff. The diverse collection of animals is well-cared for and provides visitors with an educational and enjoyable experience. The staff are knowledgeable, passionate, and always on hand to answer questions and provide insight into the animal kingdom. Plus, with affordable ticket prices, Dublin Zoo makes it easy for everyone to enjoy a day of adventure and discovery without breaking the bank.",2 months ago,2024-05-02 22:56:49.822680,,,,1,17,20,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChRDSUhNMG9nS0VJQ0FnSUNEN01GZhAB,5,"It was a great trip, I love giraffes, and they apparently have an ok sized enclosure, compared to some other zoos Ive seen, the animals generally seem fit and healthy, the monkey enclosure is huge, it looks like they have a good portion of forest for them to live. I took an animal care course and did behavioral observation work with African wild dogs, and they seemed fine and healthy, we didnt observe abnormal behavior. Its definitely worth the visit. Inside the zoo there is a restaurant, it is a little expensive, but the food is very good.",3 months ago,2024-04-02 22:56:49.825919,,,,0,408,645,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNEcVktRHB3RRAB,4,"We finally had a day with no rain during our holiday and decided to spend it at the Zoo. We purchased our tickets online the day of and picked an entry time. We walked right up to the ticket agent, scanned the barcodes and gained access. The zoo has a lot of animals and I appreciate that their habitats are pretty large compared to those we have in the US. We saw giraffes,zebra, sea lions, a variety of monkeys, red pandas, lions, tigers, snow leopards, elephants, birds, penguins, wolves and more. Luckily, all of the animals were out and active on this day. They did start to bring all the animals in around 15:45 especially in the Africa area. Although not bad, they could use some updates here and there. We saw cracked glass on several exhibits and lots of dirty hand prints on the windows. They need more signage and the lion exhibit is misplaced on the map. They had food options but don t sell alcohol on the premise. Overall it was a lovely afternoon. Definitely recommend a trip to the zoo if you have the time.",3 months ago,2024-04-02 22:56:49.829032,,,,0,103,711,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNkbGRueS13RRAB,5,"Visiting Dublin Zoo on a Friday day trip from Cork was an unforgettable experience for my family and me. From the moment we stepped through the gates, we were immersed in a world of wonder and excitement. The zoos sprawling grounds are beautifully landscaped, providing a natural habitat for the diverse range of animals housed here. What truly stood out was the dedication of the staff, who were not only knowledgeable about the animals but also passionate about conservation efforts. We enjoyed engaging with them during feeding times and educational talks, gaining insights into the importance of wildlife preservation. The zoo also offers numerous amenities, including cafes and picnic areas, making it easy to relax and recharge between adventures. Overall, our day at Dublin Zoo was filled with laughter, learning, and lasting memories. Its a must-visit destination for families seeking a fun and educational outing.",4 months ago,2024-03-02 22:56:49.832394,,,,0,99,1814,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChZDSUhNMG9nS0VJQ0FnSUQ5emRyckhBEAE,5,My wife and I spent several hours exploring this magnificent facility in beautiful Phoenix Park in Dublin.  Amazing beauty and serenity amidst the hubbub of Dublin.  Very well maintained facility and informative displays make this an informative outing for all ages.,3 months ago,2024-04-02 22:56:49.835553,,,,0,193,148,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNMX0w3VjJRRRAB,5,Bought tickets online and got 1 free tix for Father s Day. I suggest you sign you for their newsletters for updates on vouchers. :) It was an easy almost 3-hour zoo escapade!,2 weeks ago,2024-06-18 22:56:49.839011,,,,0,24,55,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUNqejVPaXdRRRAB,5,"Omw!!!... From start to finish,it truly was an amazing zoo,the aray of animals they have,and the viewing points of each animal,in their enclosed,is second to none!!!!. It took us 3 hrs,and we havent finished yer,we going bk down again to complete it. If you book online its cheaper, you definitely will not be disappointed.",2 months ago,2024-05-02 22:56:49.842529,,,,0,10,36,True,,
ChIJRRL9SksMZ0gRiBtqewjjp4o,Dublin Zoo,ChdDSUhNMG9nS0VJQ0FnSUREMGVydTN3RRAB,5,Class zoo in my home city. The work the staff do is incredible. Friendly staff everywhere lots of work carried out from my previous trip. My kids 8&10 love the zoo. Nice to see all the animals out as well. Food is a bit pricy but worth the visit. Right in the heart of the city. Family ticket cottbus  62 euro. Its cheaper than a cinema ticket lately. Go check it out and hats off to all the staff,2 months ago,2024-05-02 22:56:49.845976,,,,1,135,670,True,,
